From,To,Cost
1,241,8.279564843319953
1,312,3.7702248685080084
1,309,2.7233352943546847
1,179,2.8552545182804145
1,84,3.0808510551431336
1,155,7.136053770970208
1,358,3.1337549377826766
1,128,7.991340041508421
1,257,5.6200894502822685
1,189,2.9365186117051425
1,474,9.771251785649337
1,249,7.6317327226574925
1,230,9.97069698131245
1,452,2.584494388475152
1,248,8.516533733565407
1,26,9.63538229494794
1,274,1.8310049391851972
1,93,6.208974889803942
1,178,1.8009742842332188
1,381,6.584171931707544
1,200,8.175354955613905
1,384,6.3716991495325805
1,420,1.67436672304002
1,250,9.703295448691604
1,116,9.844603252002255
1,456,6.353628679116369
2,50,5.113428192233709
187,2,8.041778343245333
2,83,5.0914650296149695
2,418,9.668383507398895
2,487,7.87160668953047
2,5,1.8399366018013965
2,72,8.477403908203652
2,494,4.200003087698357
2,483,3.7101915143787996
2,300,5.804347780393554
2,291,6.580466214287312
2,62,5.979418419260815
2,54,7.824103185998174
2,275,2.536950411060338
2,420,1.3090987468675608
2,226,6.749879478378792
2,124,7.904690978719064
2,75,5.389192661697323
2,472,1.3759656329463552
2,185,1.326215916994815
2,296,3.3570332235160487
2,160,4.845106330353221
2,466,1.8844833096588571
2,251,9.376472791131782
2,0,8.11563875838485
2,259,4.394128569337979
2,290,4.831974821087638
2,56,2.4460433960918775
2,398,2.918257261865437
2,416,3.811439940751681
2,306,1.1509963651264759
2,46,6.5482375328110995
2,427,1.0409554412852209
2,482,5.1119552696267085
2,198,5.562356740142587
2,69,6.831127616364436
2,183,3.074393419072045
2,381,5.483623388486694
2,127,2.374099277387986
2,58,9.81950252836309
2,9,8.458143406878118
2,355,2.1664159541327983
2,492,4.4239563892229326
2,91,6.330893643104979
2,318,3.207560704261418
2,498,3.7944902065284385
2,112,8.109634679100253
2,353,7.756637813348801
2,216,2.4225863664435443
2,21,9.857187289673277
2,365,1.9491611536248048
2,131,3.8113588231070166
2,89,3.7191767228639145
2,18,8.761615883626062
2,351,2.9687441287146203
2,24,4.025017253231691
2,415,6.580786566612899
2,195,8.212559307814864
2,32,1.810027346541689
2,471,8.207002633836687
2,146,9.547388000697536
2,50,9.271253857307514
2,468,6.027753647010752
2,340,2.4495787232312534
2,108,5.97502469854797
2,314,2.108504977494975
2,249,1.2843187633065425
2,323,9.693996932331084
2,144,6.402964214570515
2,3,1.1353415857826636
2,424,4.95847044451275
2,368,5.486937864958585
2,286,7.121897181852361
2,85,8.876653734281817
2,412,7.708383132621057
2,213,7.551218669069068
2,105,1.8076204674913936
2,444,6.495138028541287
2,161,9.90009923662335
2,446,2.1433275306540986
2,6,1.8524876913941848
2,267,1.8380550157371423
2,261,5.191555500954444
2,473,3.5785639853041578
2,366,1.3406694626295286
2,265,5.805358797837181
2,317,5.223498830755742
2,447,1.6186854317535784
2,12,4.542978481366406
2,422,7.989656390180401
2,8,6.544716134316507
2,252,5.489621703137638
2,231,6.1893327087603405
2,107,3.546345805533715
2,426,5.113193736326047
2,243,8.040028946540904
2,227,4.11031850530313
2,364,4.743602678349183
2,308,9.783056531925038
2,140,8.62468663617004
2,80,7.559035781529223
2,309,5.760105728007835
2,211,1.3516611729242933
2,41,3.8231241655950394
2,481,6.6563887202537915
2,341,1.4435894380396652
2,60,2.1151807874228776
2,330,3.473666980143336
2,328,2.416090632472235
2,322,8.660287928280686
2,409,1.9660220390143741
2,359,6.833304625955231
2,43,9.13374763332186
2,113,2.1331519257582072
2,174,3.4821826636743194
2,450,4.37014174687174
2,221,1.4019486278353654
2,36,6.375805975112723
2,389,7.1703153270745865
2,327,6.446037838016346
2,277,3.2668909672127917
2,312,6.568358817684703
2,64,1.30436078752581
2,310,8.386895480115651
2,214,1.6081243180243352
2,253,1.6615206494914738
2,298,8.367523628882227
2,67,1.0728418941557099
2,451,5.664256878200539
2,268,4.301283005677536
2,141,3.5888036814314512
2,402,7.851369884188355
2,182,4.0072886267390615
2,462,6.112961780419212
2,125,2.1502790441014015
2,55,8.26439929809871
2,302,5.799669588765562
2,255,3.4324157160201083
2,282,9.192859956883078
2,172,4.711570222763395
2,175,3.774024400702798
2,200,7.253646446789857
2,111,7.26490000679288
2,285,3.570202069517247
2,337,3.981749202800763
2,109,6.094152891378426
2,452,4.54811932253628
2,28,4.065176333471964
2,437,1.0400758790638585
2,4,5.813643619910276
2,294,3.6632941191876176
2,150,2.6057367074549265
3,476,7.428236376652371
383,3,6.000855151266867
3,97,3.2384117873051887
3,5,9.070861017078437
3,421,8.214221464936859
3,252,2.37125901396358
3,56,7.363717838398822
3,148,1.1877923305900553
3,2,2.8973655219025263
3,286,3.876143397937878
3,120,4.666122549962464
3,84,8.764882322698629
3,440,9.126784521144561
3,183,7.820820728926545
3,41,1.7314839328113316
3,446,2.0257392697093595
3,253,8.56093553908256
3,28,2.5134020897800253
3,125,1.6382444634395714
3,342,1.3917774659026327
3,1,7.3184942028256295
3,355,6.7930747307508454
3,160,5.107732161803344
3,316,8.40984539984764
3,484,7.044033553577577
3,98,3.8655781746032374
3,285,6.253500574880732
3,379,7.228096038780207
3,129,1.373906357189639
3,354,6.591658815656192
3,241,1.895122536561043
3,227,1.7147216689803848
3,271,9.441276569978355
3,163,5.236843711982913
3,394,3.9956402449189516
3,254,3.978754954757492
3,322,4.376086023452311
3,74,7.695158466356419
3,262,1.4061651820441337
3,303,9.590718274174819
3,373,8.922119131480805
3,48,8.629769101710787
3,140,1.3796910017610706
3,36,6.198211932364629
3,102,3.5444395099023343
3,364,5.308430164786331
3,377,2.310097585244984
3,456,4.289359212292315
3,31,5.710075676387683
3,58,1.4844043678714145
3,400,5.669963116738977
3,424,3.3364482883046143
3,305,3.710286046320581
3,330,9.282152360925679
3,135,6.694560097944718
3,343,2.0640569200778094
3,386,3.1923652304607306
3,461,1.0268699876397722
3,360,8.656992929683646
3,319,6.640671460130118
3,381,4.969937594299164
3,418,3.3658698396234508
3,383,3.585327743968565
3,150,8.698688872581524
3,35,8.84627670068464
3,170,6.437480392254815
3,499,6.672220566470698
3,147,9.362173176829543
3,248,7.6458830826623165
3,216,2.1995261199636365
3,81,5.849767324218526
3,486,7.916780786461502
3,318,4.830838394820343
3,374,7.6582700868701075
3,301,9.138882792870614
3,344,8.959775833484024
3,199,1.1254656631090663
3,329,8.330328083068729
3,114,7.660709486039214
3,92,8.868718862066665
3,246,8.40880437490667
3,218,7.27912312196906
3,471,5.766339471850635
3,292,6.635191151990298
3,454,2.0937031091648226
3,431,7.2235617351722
3,473,5.537383033743384
3,62,8.251055911721444
3,20,7.745279937327557
3,462,3.2333630961347386
3,432,9.098132368838014
3,182,4.384811126757048
3,77,9.628731983674468
3,122,4.722887518125531
3,472,9.865868526252656
3,384,5.747042098703681
3,378,7.303931027340343
3,291,4.2771375669469975
3,46,3.9616346577497614
3,127,1.2824901235244348
3,219,8.053657407487755
3,101,3.0714617543498397
3,86,6.5277975165682465
3,404,3.912646498413559
3,309,8.195001340783705
3,270,4.329254745791779
3,299,9.17146576377418
3,474,9.118170573835766
3,60,7.843564092928567
3,54,1.9243125815582283
3,225,7.252758622917614
3,333,2.945612527390449
3,73,5.588805143552394
3,179,3.2495276879315482
3,492,2.9740231523140914
3,261,3.7181204564590558
3,167,8.898840579994783
3,427,7.535085810420143
3,208,9.741134978682583
3,331,6.929039870083944
3,224,2.5744030570634466
3,339,8.52610497954883
3,30,2.0861877526898764
3,389,5.588022661012377
3,349,4.312178027373168
3,328,9.903373449918583
3,196,6.506721618255231
3,44,6.733650557439442
3,223,1.0000528403712345
3,250,3.71074737637225
3,494,2.324686087867856
3,429,8.98127647986206
3,256,2.28622825646886
3,399,1.2832186209462457
3,441,1.3372871870727492
3,366,2.1230666262391384
3,409,4.632126572997917
3,387,8.335259252342446
3,396,5.468482250520186
3,417,4.6459761318780615
3,171,9.32150011362591
3,341,2.8331513601254974
3,240,8.427747910949511
3,435,8.026884411811345
3,109,4.7562241484459005
3,96,8.046109422672231
3,243,5.371553292600546
3,151,3.3312641704154777
3,177,5.402252777603933
3,222,1.8711819454897731
3,108,8.897328766678307
3,220,6.655047091654989
4,425,4.980300767088046
15,4,4.1510069641144
4,275,8.207495014271185
4,333,1.7520378856697807
4,435,8.53756632696707
4,242,2.005059220503511
4,186,3.4003624263752656
4,170,6.599258062800431
4,114,4.053490052862511
4,132,6.650572306950849
4,22,3.3036106577339237
4,169,7.965783470578357
4,167,3.457942115309542
4,386,4.528863455064804
4,109,2.4971606086827345
4,472,8.183712048123613
4,135,1.89770323248317
4,119,7.6152654694475235
4,391,9.279732712346705
4,95,2.470641009464532
4,280,9.593518195615157
4,302,4.037985903580493
4,139,9.329099662133801
4,98,6.635448674905509
4,397,2.0064222140490324
4,296,7.51763019040977
4,426,3.0932244930222574
4,41,1.1949796065355103
4,282,9.164553399021484
4,423,6.720200189030565
4,189,9.649167740083717
4,144,6.224730939606443
4,495,5.246516145657814
4,103,2.309622527827342
4,60,5.151283255689243
4,415,8.440683819696599
4,3,3.739409443876843
4,487,5.479183203579188
4,485,6.677052215222328
4,396,4.054112702224913
4,407,7.511334930246996
4,463,2.0264274162425098
4,137,7.209974419569787
4,91,7.190086001424325
4,284,9.368347413071593
4,430,5.184743119709698
4,270,7.60900234723735
4,194,8.726624355656996
4,433,9.399892227452048
4,30,2.956132691350194
4,78,9.259097990280546
4,381,1.4733378429900528
4,250,1.3093032961641855
4,192,4.304000510672843
4,55,2.3868523547828326
4,477,1.1163387363887782
4,453,4.204469926044006
4,306,2.945856173317684
4,265,9.622514829712912
4,54,3.5112159639324885
4,427,5.728807615906915
4,42,2.4897675930834033
4,121,4.659585499464933
4,92,8.195109710694942
4,39,6.439556922995058
4,408,5.602648145897273
4,392,2.456682605270298
4,111,6.177762694385626
4,363,5.686741444241545
4,203,2.316699710729804
4,417,3.5852279041550323
4,207,3.533954802241535
4,343,7.190098099945072
4,450,9.144498819348657
4,322,3.846251429295612
4,198,3.9767096303972433
4,498,3.5040359157574983
4,51,7.118298261697824
4,8,1.9824128331166295
4,492,3.5383269926436456
4,442,7.232789292150769
4,238,9.342633917704651
4,197,6.330654349587262
4,122,5.249453818024876
4,436,7.401575052456392
4,288,8.745428239508872
4,266,4.923538088897672
4,383,5.473354687137602
4,488,3.26505326047446
4,489,7.199227655736001
4,352,2.6822242201791715
4,424,5.677540414760857
4,68,7.77175094733057
4,66,2.3485781412881845
4,155,8.18983098394309
4,153,7.40571896636563
4,499,8.054316045966058
4,486,7.685165411888598
4,448,3.6529786558775608
4,273,7.5200774302102085
4,428,5.084405384289877
4,313,7.185989228851555
4,410,2.3725669768643693
4,413,9.920000361014424
4,429,4.389875061645226
4,438,3.3887380903587303
4,102,4.809285330039024
4,27,8.139651604737795
4,115,6.565257013756422
4,58,8.91370718858207
4,209,9.988340746947182
4,214,9.340024544149482
4,131,9.676288557457513
4,45,7.762849139355872
4,205,6.311609674109114
4,493,8.644081868714816
4,175,2.8162187047004412
4,497,5.2932227526722615
4,120,5.008701678683915
4,293,3.3487092564950354
4,123,9.559750614452918
4,285,1.2062848521755787
4,125,2.3314021350520484
4,324,5.631776593328109
4,184,9.178647325015874
4,87,4.587486632021346
4,33,3.0723213102002704
4,406,6.980696524690318
4,47,4.922474670744168
4,371,5.360402418580508
4,146,6.865195235769493
4,84,2.0750212778369397
4,29,7.560187596174385
4,441,6.185777047532944
4,252,6.934804803575138
4,236,2.225013791712078
4,72,4.994141952604302
4,376,7.296068893590239
4,161,7.735061587758765
4,416,7.854123955224488
4,331,2.2928651706611047
4,422,2.573315504196139
4,127,7.499621737033204
4,404,1.492216939329832
4,405,9.31127094670504
4,16,2.434016339818625
4,418,7.415150195232381
4,156,8.208117552051679
4,191,2.187791067890272
4,6,1.148534981428976
4,474,6.108105271312361
4,226,7.941916647536191
5,239,1.8323329375137605
6,5,6.1528012113786446
5,85,8.985114382623378
5,243,4.0869445652807865
5,326,4.7696226022354615
5,449,1.6085845887160293
5,76,7.530042241094564
5,259,7.808712255404644
5,16,9.068311671446256
5,457,2.418376873225911
5,110,1.6196281973307487
5,239,8.095739055639573
5,495,5.183371704517585
5,450,2.7904428177785956
5,363,1.1358507654006236
5,277,8.873216942235164
5,11,3.387567272343335
5,0,6.7765019374725535
5,461,9.499848624099338
5,143,8.487840783016953
5,275,4.743309961312274
5,241,5.889761248919757
5,395,4.6261791575093945
5,163,8.892748968602133
5,489,7.544302363906097
5,431,9.089110901370633
5,62,7.416439028703513
5,282,1.882601994716044
5,159,4.41613743609782
5,368,3.5732482469431566
5,142,7.695667021018769
5,376,6.095748953460513
5,138,3.063446423374531
5,81,3.650199231640742
5,199,1.0304175590405509
5,426,9.850827611359415
5,288,2.93346707891579
5,464,8.174871835711102
5,447,8.591528243082436
5,488,2.3291099460013296
5,438,3.9895541129415
5,82,4.355859655547821
5,433,5.916864911049907
5,465,6.796255725420763
5,315,2.3674859125589514
5,232,1.631220287609123
5,250,5.6124185229744645
5,317,7.716322051988614
5,442,1.0423271393824636
5,421,8.017292990279957
5,215,5.830317579179565
5,392,7.680091141844199
5,79,8.277378558979388
5,336,3.672372370482035
5,200,1.0606365463539995
5,474,3.167701302973185
5,7,2.6478415011997685
5,369,2.6941265087311876
5,414,9.229903867443499
5,283,3.8032868793945336
5,374,2.2681752687807655
5,139,9.189181083834374
5,378,5.0979653266064275
5,409,6.6467509276747405
5,401,3.919022293235634
5,444,7.223066765571304
5,284,1.3696863169081683
5,312,6.5181325428665655
5,92,4.21158735030922
5,77,3.1807926990792366
5,418,2.813285059729675
5,274,7.172205452595936
5,441,9.378934559515855
5,291,8.057366186545842
5,348,1.120038479919994
5,195,6.5339019330814905
5,425,9.68448561984846
5,83,4.026674277318476
5,161,1.9583373198699814
5,420,9.641432761568588
5,350,1.2854569057470098
5,42,7.698655910902953
5,150,4.652868423270794
5,230,2.280423346736889
5,203,9.774512912240372
5,130,3.7770296304767017
5,472,1.4755787907242017
5,397,9.150606043805722
5,51,1.0440171870039334
5,235,9.549228768903161
5,321,2.100524094123165
5,295,2.1661699714999925
5,252,9.710230649029505
5,410,7.590336009726071
5,460,8.636113626805685
5,126,5.425117668239757
5,61,2.2287755210711664
5,412,4.611574286102621
5,134,5.946863823438218
5,278,1.052818846262206
5,50,7.396988639413639
5,331,2.427154328405539
5,96,3.5004388790524703
5,311,1.1529344647172195
5,105,8.847275688099284
5,60,7.0199276711737415
5,55,4.398384131825284
5,179,8.03420885840212
5,221,7.416590338269484
5,254,2.6565630388855364
5,408,9.72374342588852
5,341,6.609387991982606
5,187,9.685662181856445
5,121,7.895135484941536
5,246,3.029668555922396
5,411,6.7368003487201635
5,176,3.5640946959408772
5,344,2.3265530183515564
5,238,8.801602023129051
5,19,8.676941907024858
5,406,5.9010097106481245
5,483,3.9493923832653097
5,257,8.483967773700147
5,247,9.296841935193001
5,490,3.5944482899489136
5,361,7.178571299021011
5,86,1.2796972854609034
5,487,5.096080026146806
5,367,9.58255619698388
5,346,4.950651729435521
5,191,6.194637845096114
5,240,4.536605977180546
5,45,1.4959643279906247
5,59,8.647581379426516
5,413,6.149362909421775
5,3,8.093852734715774
5,66,5.242396324974179
5,382,3.886761102882919
5,482,3.2646563005925966
5,303,7.668684047570083
5,25,5.829910832229908
5,35,4.401993842168519
5,151,7.990909889620839
5,237,6.978305919405472
5,287,3.4280983418803492
5,379,8.700636235549219
5,309,5.956435296135591
5,323,2.2504834088701617
5,234,5.495818520442582
5,216,4.4276514755992284
5,391,6.389227292961471
5,228,1.2788895996914762
6,351,2.554013052844587
289,6,2.3828160456919854
6,40,2.3003860126571283
6,384,4.820158649178159
6,397,7.203829369115437
6,314,3.6641994575188086
6,328,5.228720504870838
6,219,5.4144980205320925
6,302,3.141883475796265
6,218,7.723389227464166
6,65,9.837164742403381
6,369,2.4200545422664845
6,290,4.418554280942166
6,467,7.621442810827458
6,42,8.631820639130598
6,418,3.595900822609044
6,450,7.526660461051974
6,488,6.911948239210859
6,145,1.4763756080512755
6,139,9.33544063329927
6,320,3.886444970849338
6,117,6.8966935552950455
6,364,6.405664566414044
6,57,8.132375949362023
6,330,5.2979910948549715
6,193,3.6660805695041487
6,22,8.990796039958513
6,251,8.97211144861784
6,255,7.821150637674984
6,110,5.02746235240744
6,487,6.845553822140409
6,367,8.114071355779032
6,493,9.613970156382335
6,308,2.5417029979080388
6,62,9.489117728741801
6,171,6.569796354639468
6,280,7.461480273830026
6,79,6.193582211675005
6,365,6.474252841505119
6,392,1.5919570856295562
6,206,5.838142524850279
6,107,1.827321218322701
6,288,7.201170316393116
6,61,3.88114310396901
6,71,3.1306128149750663
6,208,8.152343322290175
6,313,3.737871834202969
6,300,4.854451053817408
6,378,1.042641280068246
6,97,9.655056092215114
6,106,4.46825890882943
6,121,4.833343731184939
6,333,7.677732665968833
6,162,5.230521732140751
6,82,6.234350219551919
6,163,6.605499798072947
6,233,1.4269492630685545
6,238,7.564110865796036
6,334,4.9960878793030155
6,400,2.847140436192608
6,258,2.836270781937597
6,461,8.383498979787783
6,180,9.993083339304105
6,431,7.067214330671247
6,466,3.6532454558197607
6,337,4.406010838540375
6,85,4.436502779020872
6,435,9.06893821227759
6,299,5.366111552209123
6,192,8.614097206427822
6,17,6.26431476085654
6,289,1.9793564645857167
6,173,8.508693810562242
6,441,4.9012448869423135
6,118,5.320842396200359
6,301,3.667313788383657
6,349,9.61420843291823
6,8,6.8575858971060955
6,368,2.325578275376648
6,421,9.559413971633733
6,194,5.637610800159174
6,94,5.210273246222923
6,201,6.364144736983989
6,135,2.3199286226174083
6,155,5.811163352437581
6,465,7.4117531271292405
6,2,8.719965823953935
6,200,9.973231985003638
6,242,3.148842615017615
6,49,2.2115810344685567
6,270,2.475243573818941
6,31,4.795874908416971
6,312,7.638846719990659
6,204,1.635552616141866
6,260,7.5917152330151145
6,307,5.77204101530616
6,153,6.254030462718446
6,69,8.7714027274106
6,29,1.4643454872611787
6,244,3.4090239437758356
6,463,1.4543259028973536
6,379,5.4887361010368885
6,46,5.7446313867464065
6,456,8.776354576473118
6,298,8.692233976559702
6,28,3.206575294084172
6,324,9.676218878028406
6,481,1.9294306785886
6,316,7.895966414634695
6,363,6.11031577539752
6,36,6.71225817228188
6,432,8.966429037183106
6,396,6.697738577970925
6,443,2.744498364901864
6,19,6.7065023483015045
6,448,8.775240439468625
6,240,1.345174211423314
6,252,9.513766770573856
6,196,1.4851958668057703
6,63,6.4877558951951295
6,449,2.0464426049554834
6,120,6.16594280018059
6,393,3.4641523208930147
6,245,6.774066909626347
6,486,2.9178711661468846
6,472,7.5023294452464135
6,309,1.588139579674161
6,248,1.1017056111664802
6,21,7.0257616309330935
6,102,8.512155227652356
6,157,5.959223816675954
6,130,4.730245737084028
6,474,5.634435819451591
6,329,1.2287129134362687
6,401,2.617099470373233
6,426,3.0044243318338797
6,372,6.806601728707521
6,178,5.518079863034707
6,114,9.659332122164978
6,237,3.272260493828468
6,403,8.410208996140895
6,74,1.555064975142474
6,47,4.653984701557736
6,243,5.001026237712793
6,398,3.6292423501695525
6,99,1.532003705896289
6,177,2.746880573693203
6,250,6.108246386959087
6,165,6.580767100522071
6,123,8.083781467102092
6,338,9.322439689015482
6,3,3.480429487669599
7,462,8.225547697547285
426,7,2.77478683732786
7,90,3.4229084953278957
7,271,8.630716285360986
7,399,4.840703117582297
7,5,1.0775128494637851
7,467,8.253154550482588
7,314,4.635228494534626
7,349,7.480724088596738
7,43,8.146967065859462
7,275,6.0232152552969325
7,156,3.0447901654917118
7,19,8.413207141850037
7,339,4.2008642735367685
7,116,1.8765031666005485
7,63,8.744415616074493
7,365,6.474422433044236
7,93,8.03168915971316
7,41,4.57418974544712
7,194,9.946087803411443
7,182,5.946033938047859
7,4,8.764329334142248
7,483,5.746711475922779
7,294,6.229632732951764
7,57,8.04696048684671
7,128,4.151479393866355
7,347,1.5570799158875515
7,272,5.333141346260348
7,251,8.067781309289083
7,170,5.623020885441505
7,177,5.081648649036576
7,218,2.8204145109514247
7,183,1.2474496694866106
7,441,2.2200898709603125
7,286,4.780912639194345
7,49,4.330433052966493
7,14,9.059530381253165
7,163,8.21941456837192
7,419,6.828256962269686
7,496,7.655192033304254
7,447,5.068659115294933
7,404,2.2343332481644493
7,72,4.414819671095093
7,239,2.662080599904945
7,446,6.843689874024479
7,257,8.375311870452444
7,145,3.0847505152133037
7,166,2.9163609503345387
7,131,5.42579526751316
7,495,5.3132469793173795
7,37,3.6943941006370844
7,124,5.545818552255218
7,46,9.744277782263561
7,110,3.4715659397121077
7,303,4.710192484635636
7,395,6.558391882696126
7,322,3.4879045005062457
7,277,6.611381226315717
7,484,7.544654364540014
7,61,7.708267810763214
7,51,1.25850122366918
7,212,5.76835355419271
7,220,1.7031988520308237
7,434,6.840042680520186
7,397,5.0887621809026555
7,256,6.576638692300737
7,9,3.837121716957013
7,92,2.846807207593906
7,17,8.946877192328964
7,175,4.18835342901572
7,71,2.7925863857903677
7,405,6.98539579835028
7,228,6.289696591459219
